stock_name,daily_profit,day_min_price,day_max_price,day_final_price,date,buyers_in_day,volumn_of_buy_in_day,persons_num_of_buyers,company_num_of_buyers,persons_amount_of_buy,company_amount_of_buy,persons_num_of_seller,company_num_of_seller,persons_amount_of_sells,company_amount_of_sells
ومعلم,2.48,18700.00,20230.00,19760.00,1399-05-14,558,M 3.689,614,3, 5.71M, 754296,579,2, 4.424M, 2.041
ومعلم,3.60,17900.00,19542.00,19282.00,1399-05-13,0,M 4.746,614,3, 5.71M, 754296,579,2, 4.424M, 2.041
ومعلم,4.06,18779.00,18779.00,18612.00,1399-05-12,227,M 2.37,614,3, 5.71M, 754296,579,2, 4.424M, 2.041
ومعلم,4.24,17980.00,18014.00,17885.00,1399-05-11,310,M 2.478,614,3, 5.71M, 754296,579,2, 4.424M, 2.041
ومعلم,3.08,16960.00,17476.00,17157.00,1399-05-08,59,M 1.803,614,3, 5.71M, 754296,579,2, 4.424M, 2.041
ومعلم,3.19,15700.00,16935.00,16644.00,1399-05-07,336,M 3.162,614,3, 5.71M, 754296,579,2, 4.424M, 2.041
ومعلم,-4.74,16085.00,17340.00,16129.00,1399-05-06,0,M 4.626,614,3, 5.71M, 754296,579,2, 4.424M, 2.041
ومعلم,-4.60,16861.00,17930.00,16931.00,1399-05-05,683,M 4.74,614,3, 5.71M, 754296,579,2, 4.424M, 2.041
ومعلم,0.05,16940.00,18360.00,17748.00,1399-05-04,887,M 5.847,614,3, 5.71M, 754296,579,2, 4.424M, 2.041
ومعلم,-0.38,16625.00,18375.00,17739.00,1399-05-01,85,547889,614,3, 5.71M, 754296,579,2, 4.424M, 2.041
ومعلم,-2.92,17660.00,18495.00,18007.00,1399-04-29,0,M 7.648,614,3, 5.71M, 754296,579,2, 4.424M, 2.041
ومعلم,-1.28,17850.00,19690.00,18549.00,1399-04-28,887,M 6.508,614,3, 5.71M, 754296,579,2, 4.424M, 2.041
ومعلم,-4.35,18661.00,20350.00,18789.00,1399-04-25,864,M 9.481,614,3, 5.71M, 754296,579,2, 4.424M, 2.041
ومعلم,4.04,18801.00,19825.00,19643.00,1399-04-24,1075,M 9.265,614,3, 5.71M, 754296,579,2, 4.424M, 2.041
ومعلم,4.26,17205.00,19015.00,18881.00,1399-04-23,881,M 9.794,614,3, 5.71M, 754296,579,2, 4.424M, 2.041
ومعلم,4.86,17270.00,18133.00,18110.00,1399-04-22,406,M 9.893,614,3, 5.71M, 754296,579,2, 4.424M, 2.041
ومعلم,-2.25,16785.00,18340.00,17270.00,1399-04-21,724,M 5.474,614,3, 5.71M, 754296,579,2, 4.424M, 2.041
ومعلم,-2.64,17240.00,18100.00,17668.00,1399-04-18,576,M 12.555,614,3, 5.71M, 754296,579,2, 4.424M, 2.041
ومعلم,-3.45,17856.00,18750.00,18147.00,1399-04-17,0,M 5.662,614,3, 5.71M, 754296,579,2, 4.424M, 2.041
ومعلم,4.54,18434.00,18877.00,18795.00,1399-04-16,0,M 4.961,614,3, 5.71M, 754296,579,2, 4.424M, 2.041
ومعلم,2.40,16700.00,18434.00,17979.00,1399-04-15,734,M 5.918,614,3, 5.71M, 754296,579,2, 4.424M, 2.041
ومعلم,-4.24,17419.00,18990.00,17557.00,1399-04-14,0,M 8.212,614,3, 5.71M, 754296,579,2, 4.424M, 2.041
ومعلم,4.93,17607.00,18346.00,18335.00,1399-04-11,379,M 5.612,614,3, 5.71M, 754296,579,2, 4.424M, 2.041
ومعلم,4.85,16845.00,17497.00,17473.00,1399-04-10,168,M 4.022,614,3, 5.71M, 754296,579,2, 4.424M, 2.041
ومعلم,-3.58,16418.00,17600.00,16664.00,1399-04-09,582,M 11.256,614,3, 5.71M, 754296,579,2, 4.424M, 2.041
ومعلم,-4.81,17248.00,18155.00,17282.00,1399-04-08,618,M 7.316,614,3, 5.71M, 754296,579,2, 4.424M, 2.041
ومعلم,0.15,17341.00,19020.00,18155.00,1399-04-07,900,M 15.629,614,3, 5.71M, 754296,579,2, 4.424M, 2.041
ومعلم,3.97,17025.00,18306.00,18127.00,1399-04-04,1040,M 20.529,614,3, 5.71M, 754296,579,2, 4.424M, 2.041
ومعلم,4.98,17200.00,17438.00,17435.00,1399-04-03,0,M 9.486,614,3, 5.71M, 754296,579,2, 4.424M, 2.041
ومعلم,2.42,17025.00,17025.00,16608.00,1399-04-02,0,M 1.497,614,3, 5.71M, 754296,579,2, 4.424M, 2.041
ومعلم,4.80,15472.00,16245.00,16215.00,1399-03-27,533,M 9.484,614,3, 5.71M, 754296,579,2, 4.424M, 2.041
ومعلم,4.99,15472.00,15472.00,15472.00,1399-03-26,0,M 5.291,614,3, 5.71M, 754296,579,2, 4.424M, 2.041
ومعلم,1.38,15261.00,15261.00,14736.00,1399-03-25,0,966936,614,3, 5.71M, 754296,579,2, 4.424M, 2.041
ومعلم,1.60,15021.00,15021.00,14535.00,1399-03-24,10,M 1.119,614,3, 5.71M, 754296,579,2, 4.424M, 2.041
ومعلم,1.15,14850.00,14850.00,14306.00,1399-03-21,9,949559,614,3, 5.71M, 754296,579,2, 4.424M, 2.041
ومعلم,4.35,14231.00,14231.00,14143.00,1399-03-20,5,M 3.594,614,3, 5.71M, 754296,579,2, 4.424M, 2.041
ومعلم,4.37,13149.00,13636.00,13554.00,1399-03-19,383,M 7.624,614,3, 5.71M, 754296,579,2, 4.424M, 2.041
ومعلم,4.11,13097.00,13097.00,12987.00,1399-03-18,29,M 3.401,614,3, 5.71M, 754296,579,2, 4.424M, 2.041
ومعلم,3.03,12712.00,12712.00,12474.00,1399-03-17,35,M 2.506,614,3, 5.71M, 754296,579,2, 4.424M, 2.041
ومعلم,4.95,11766.00,12112.00,12107.00,1399-03-13,132,M 8.873,614,3, 5.71M, 754296,579,2, 4.424M, 2.041
ومعلم,4.59,11052.00,11581.00,11536.00,1399-03-12,489,M 4.691,614,3, 5.71M, 754296,579,2, 4.424M, 2.041
ومعلم,2.70,10263.00,11277.00,11030.00,1399-03-11,286,M 6.98,614,3, 5.71M, 754296,579,2, 4.424M, 2.041
ومعلم,2.35,10502.00,11017.00,10740.00,1399-03-10,174,M 2.31,614,3, 5.71M, 754296,579,2, 4.424M, 2.041
ومعلم,-0.99,10069.00,11100.00,10493.00,1399-03-07,346,M 4.297,614,3, 5.71M, 754296,579,2, 4.424M, 2.041
ومعلم,-2.39,10315.00,10700.00,10598.00,1399-03-06,189,M 2.257,614,3, 5.71M, 754296,579,2, 4.424M, 2.041
ومعلم,-2.44,10573.00,11499.00,10857.00,1399-03-03,402,M 3.437,614,3, 5.71M, 754296,579,2, 4.424M, 2.041
ومعلم,-4.14,11030.00,11700.00,11129.00,1399-02-31,0,M 6.384,614,3, 5.71M, 754296,579,2, 4.424M, 2.041
ومعلم,-0.31,11170.00,12140.00,11610.00,1399-02-30,543,M 5.267,614,3, 5.71M, 754296,579,2, 4.424M, 2.041
ومعلم,3.46,10800.00,11819.00,11646.00,1399-02-29,0,M 6.296,614,3, 5.71M, 754296,579,2, 4.424M, 2.041
ثتران,-1.14,14250.00,15750.00,14438.00,1399-05-15,761,M 9.71,761,0, 9.71M, 0,504,3, 8.653M, 1.057
ثتران,-0.18,13900.00,15362.00,14604.00,1399-05-14,2843,M 40.751,761,0, 9.71M, 0,504,3, 8.653M, 1.057
ثتران,2.89,13509.00,14931.00,14631.00,1399-05-13,0,M 23.132,761,0, 9.71M, 0,504,3, 8.653M, 1.057
ثتران,-3.68,14026.00,15190.00,14220.00,1399-05-12,3341,M 61.254,761,0, 9.71M, 0,504,3, 8.653M, 1.057
ثتران,-3.91,14596.00,15364.00,14764.00,1399-05-11,1417,M 13.377,761,0, 9.71M, 0,504,3, 8.653M, 1.057
ثتران,-4.86,15341.00,15900.00,15364.00,1399-05-08,1040,M 18.063,761,0, 9.71M, 0,504,3, 8.653M, 1.057
ثتران,1.39,15130.00,16722.00,16148.00,1399-05-07,2639,M 41.616,761,0, 9.71M, 0,504,3, 8.653M, 1.057
ثتران,4.08,14600.00,16066.00,15926.00,1399-05-06,0,M 33.798,761,0, 9.71M, 0,504,3, 8.653M, 1.057
ثتران,-4.61,15239.00,16000.00,15301.00,1399-05-05,1689,M 31.085,761,0, 9.71M, 0,504,3, 8.653M, 1.057
ثتران,1.65,15100.00,16569.00,16041.00,1399-05-04,1852,M 34.116,761,0, 9.71M, 0,504,3, 8.653M, 1.057
ثتران,-4.47,15693.00,16600.00,15780.00,1399-05-01,1323,M 28.887,761,0, 9.71M, 0,504,3, 8.653M, 1.057
ثتران,3.09,15222.00,16824.00,16518.00,1399-04-31,3498,M 51.158,761,0, 9.71M, 0,504,3, 8.653M, 1.057
ثتران,3.35,14900.00,16279.00,16023.00,1399-04-30,3882,M 104.677,761,0, 9.71M, 0,504,3, 8.653M, 1.057
ثتران,-0.95,14870.00,16434.00,15504.00,1399-04-29,2826,M 70.209,761,0, 9.71M, 0,504,3, 8.653M, 1.057
ثتران,5.00,15652.00,15652.00,15652.00,1399-04-24,42,M 3.912,761,0, 9.71M, 0,504,3, 8.653M, 1.057
ثتران,4.99,14907.00,14907.00,14907.00,1399-04-23,36,M 4.124,761,0, 9.71M, 0,504,3, 8.653M, 1.057
ثتران,2.64,14524.00,14524.00,14198.00,1399-04-22,0,M 2.007,761,0, 9.71M, 0,504,3, 8.653M, 1.057
ثتران,4.99,13833.00,13833.00,13833.00,1399-04-21,84,M 5.12,761,0, 9.71M, 0,504,3, 8.653M, 1.057
ثتران,5.00,13175.00,13175.00,13175.00,1399-04-18,87,M 14.852,761,0, 9.71M, 0,504,3, 8.653M, 1.057
ثتران,3.00,12792.00,12792.00,12548.00,1399-04-17,0,M 2.705,761,0, 9.71M, 0,504,3, 8.653M, 1.057
ثتران,2.70,12456.00,12456.00,12183.00,1399-04-16,0,M 2.434,761,0, 9.71M, 0,504,3, 8.653M, 1.057
ثتران,1.88,12226.00,12226.00,11863.00,1399-04-15,14,M 1.699,761,0, 9.71M, 0,504,3, 8.653M, 1.057
ثتران,4.98,11300.00,11646.00,11644.00,1399-04-14,0,M 42.363,761,0, 9.71M, 0,504,3, 8.653M, 1.057
ثتران,3.43,11260.00,11260.00,11092.00,1399-04-11,28,M 3.364,761,0, 9.71M, 0,504,3, 8.653M, 1.057
ثتران,4.99,10724.00,10724.00,10724.00,1399-04-10,27,M 12.17,761,0, 9.71M, 0,504,3, 8.653M, 1.057
ثتران,0.92,9615.00,10627.00,10214.00,1399-04-09,1278,M 32.289,761,0, 9.71M, 0,504,3, 8.653M, 1.057
ثتران,-4.27,10044.00,10790.00,10121.00,1399-04-08,1515,M 29.398,761,0, 9.71M, 0,504,3, 8.653M, 1.057
ثتران,3.47,10390.00,10725.00,10572.00,1399-04-07,1288,M 19.832,761,0, 9.71M, 0,504,3, 8.653M, 1.057
ثتران,-2.01,9920.00,10690.00,10217.00,1399-04-04,1264,M 23.012,761,0, 9.71M, 0,504,3, 8.653M, 1.057
ثتران,3.91,9960.00,10536.00,10427.00,1399-04-03,0,M 30.705,761,0, 9.71M, 0,504,3, 8.653M, 1.057
ثتران,-2.56,9800.00,10248.00,10035.00,1399-04-02,0,M 31.703,761,0, 9.71M, 0,504,3, 8.653M, 1.057
ثتران,-3.85,10176.00,11150.00,10299.00,1399-04-01,0,M 24.229,761,0, 9.71M, 0,504,3, 8.653M, 1.057
ثتران,4.89,10327.00,10722.00,10711.00,1399-03-31,911,M 12.031,761,0, 9.71M, 0,504,3, 8.653M, 1.057
ثتران,2.86,9601.00,10424.00,10212.00,1399-03-27,2131,M 28.065,761,0, 9.71M, 0,504,3, 8.653M, 1.057
ثتران,0.53,9550.00,10310.00,9928.00,1399-03-26,0,M 17.021,761,0, 9.71M, 0,504,3, 8.653M, 1.057
ثتران,-4.44,9819.00,10320.00,9876.00,1399-03-25,0,M 23.244,761,0, 9.71M, 0,504,3, 8.653M, 1.057
ثتران,2.42,10117.00,10589.00,10335.00,1399-03-24,0,M 20.221,761,0, 9.71M, 0,504,3, 8.653M, 1.057
ثتران,4.49,9701.00,10139.00,10091.00,1399-03-21,1762,M 27.532,761,0, 9.71M, 0,504,3, 8.653M, 1.057
ثتران,-2.69,9428.00,10198.00,9657.00,1399-03-20,1466,M 15.341,761,0, 9.71M, 0,504,3, 8.653M, 1.057
ثتران,-0.16,9530.00,10400.00,9924.00,1399-03-19,1624,M 21.059,761,0, 9.71M, 0,504,3, 8.653M, 1.057
ثتران,4.64,9587.00,9973.00,9940.00,1399-03-18,1075,M 10.519,761,0, 9.71M, 0,504,3, 8.653M, 1.057
ثتران,4.03,9008.00,9587.00,9499.00,1399-03-17,1291,M 15.781,761,0, 9.71M, 0,504,3, 8.653M, 1.057
ثتران,4.34,8751.00,9188.00,9131.00,1399-03-13,1219,M 16.184,761,0, 9.71M, 0,504,3, 8.653M, 1.057
ثتران,-4.07,8666.00,9111.00,8751.00,1399-03-12,1445,M 15.043,761,0, 9.71M, 0,504,3, 8.653M, 1.057
ثتران,-3.32,8964.00,9700.00,9122.00,1399-03-11,1459,M 14.104,761,0, 9.71M, 0,504,3, 8.653M, 1.057
ثتران,4.80,9101.00,9453.00,9435.00,1399-03-10,1236,M 10.64,761,0, 9.71M, 0,504,3, 8.653M, 1.057
ثتران,3.04,8517.00,9173.00,9003.00,1399-03-07,939,M 8.856,761,0, 9.71M, 0,504,3, 8.653M, 1.057
ثتران,-1.59,8435.00,9200.00,8737.00,1399-03-06,1553,M 20.289,761,0, 9.71M, 0,504,3, 8.653M, 1.057
ثتران,-5.96,8594.00,9398.00,8878.00,1399-03-03,1317,M 12.803,761,0, 9.71M, 0,504,3, 8.653M, 1.057
ثتران,-3.67,9311.00,10058.00,9441.00,1399-02-31,0,M 15.236,761,0, 9.71M, 0,504,3, 8.653M, 1.057
فولاژ,4.08,31620.00,33200.00,32910.00,1399-05-15,1567,M 9.566,1567,5, 5.239M, 4.327,1023,21, 4.019M, 5.547
فولاژ,-4.12,31340.00,32980.00,31620.00,1399-05-14,1465,M 8.168,1567,5, 5.239M, 4.327,1023,21, 4.019M, 5.547
فولاژ,-3.45,32460.00,33460.00,32980.00,1399-05-13,1142,M 1.808,1567,5, 5.239M, 4.327,1023,21, 4.019M, 5.547
فولاژ,-0.73,32690.00,36130.00,34160.00,1399-05-12,2330,M 8.01,1567,5, 5.239M, 4.327,1023,21, 4.019M, 5.547
فولاژ,4.24,32830.00,34660.00,34410.00,1399-05-11,1762,M 5.363,1567,5, 5.239M, 4.327,1023,21, 4.019M, 5.547
فولاژ,-3.70,32570.00,35000.00,33010.00,1399-05-08,1153,M 6.428,1567,5, 5.239M, 4.327,1023,21, 4.019M, 5.547
فولاژ,-2.92,33550.00,36870.00,34280.00,1399-05-07,1601,M 12.041,1567,5, 5.239M, 4.327,1023,21, 4.019M, 5.547
فولاژ,-1.62,34100.00,34100.00,35310.00,1399-05-06,0,780046,1567,5, 5.239M, 4.327,1023,21, 4.019M, 5.547
فولاژ,-4.70,35780.00,36700.00,35890.00,1399-05-05,989,M 4.183,1567,5, 5.239M, 4.327,1023,21, 4.019M, 5.547
فولاژ,-0.87,36100.00,39290.00,37660.00,1399-05-04,2333,M 9.79,1567,5, 5.239M, 4.327,1023,21, 4.019M, 5.547
فولاژ,-3.90,37560.00,39200.00,37990.00,1399-05-01,1121,M 7.887,1567,5, 5.239M, 4.327,1023,21, 4.019M, 5.547
فولاژ,5.08,38950.00,41010.00,39530.00,1399-04-31,925,M 6.493,1567,5, 5.239M, 4.327,1023,21, 4.019M, 5.547
فولاژ,-3.24,37280.00,39700.00,37970.00,1399-04-25,0,M 9.914,1567,5, 5.239M, 4.327,1023,21, 4.019M, 5.547
فولاژ,4.64,38000.00,39370.00,39240.00,1399-04-24,4221,M 12.036,1567,5, 5.239M, 4.327,1023,21, 4.019M, 5.547
فولاژ,4.43,35900.00,37700.00,37500.00,1399-04-23,0,M 7.686,1567,5, 5.239M, 4.327,1023,21, 4.019M, 5.547
فولاژ,5.00,35700.00,35910.00,35910.00,1399-04-22,1924,M 13.041,1567,5, 5.239M, 4.327,1023,21, 4.019M, 5.547
فولاژ,3.64,32000.00,34650.00,34200.00,1399-04-21,1617,M 8.319,1567,5, 5.239M, 4.327,1023,21, 4.019M, 5.547
فولاژ,4.60,32000.00,33120.00,33000.00,1399-04-18,0,M 17.228,1567,5, 5.239M, 4.327,1023,21, 4.019M, 5.547
فولاژ,4.99,31550.00,31550.00,31550.00,1399-04-17,15,M 2.876,1567,5, 5.239M, 4.327,1023,21, 4.019M, 5.547
فولاژ,3.62,30450.00,30450.00,30050.00,1399-04-16,136,M 1.732,1567,5, 5.239M, 4.327,1023,21, 4.019M, 5.547
فولاژ,4.50,27600.00,29130.00,29000.00,1399-04-15,1336,M 10.347,1567,5, 5.239M, 4.327,1023,21, 4.019M, 5.547
فولاژ,-2.97,27170.00,29300.00,27750.00,1399-04-14,0,M 10.605,1567,5, 5.239M, 4.327,1023,21, 4.019M, 5.547
فولاژ,1.24,27310.00,29620.00,28600.00,1399-04-11,1526,M 9.396,1567,5, 5.239M, 4.327,1023,21, 4.019M, 5.547
فولاژ,4.78,26500.00,28300.00,28250.00,1399-04-10,1468,M 10.553,1567,5, 5.239M, 4.327,1023,21, 4.019M, 5.547
فولاژ,-4.53,26830.00,28000.00,26960.00,1399-04-09,1037,M 6.197,1567,5, 5.239M, 4.327,1023,21, 4.019M, 5.547
فولاژ,-0.49,26970.00,29790.00,28240.00,1399-04-08,1909,M 9.934,1567,5, 5.239M, 4.327,1023,21, 4.019M, 5.547
فولاژ,4.99,28380.00,28380.00,28380.00,1399-04-07,418,M 3.038,1567,5, 5.239M, 4.327,1023,21, 4.019M, 5.547
فولاژ,2.35,25200.00,27730.00,27030.00,1399-04-04,549,M 5.816,1567,5, 5.239M, 4.327,1023,21, 4.019M, 5.547
فولاژ,4.68,25000.00,26490.00,26410.00,1399-04-03,0,M 10.214,1567,5, 5.239M, 4.327,1023,21, 4.019M, 5.547
فولاژ,2.60,23410.00,25810.00,25230.00,1399-04-02,1440,M 9.159,1567,5, 5.239M, 4.327,1023,21, 4.019M, 5.547
فولاژ,0.53,23500.00,25550.00,24590.00,1399-04-01,1516,M 6.256,1567,5, 5.239M, 4.327,1023,21, 4.019M, 5.547
فولاژ,4.00,24000.00,24690.00,24460.00,1399-03-31,675,M 3.434,1567,5, 5.239M, 4.327,1023,21, 4.019M, 5.547
فولاژ,4.58,22490.00,23610.00,23520.00,1399-03-27,361,M 3.422,1567,5, 5.239M, 4.327,1023,21, 4.019M, 5.547
فولاژ,4.31,22630.00,22630.00,22490.00,1399-03-26,0,M 2.153,1567,5, 5.239M, 4.327,1023,21, 4.019M, 5.547
فولاژ,4.05,20810.00,21750.00,21560.00,1399-03-25,0,M 9.444,1567,5, 5.239M, 4.327,1023,21, 4.019M, 5.547
فولاژ,3.02,20190.00,21110.00,20720.00,1399-03-24,0,M 9.027,1567,5, 5.239M, 4.327,1023,21, 4.019M, 5.547
فولاژ,1.83,19750.00,20550.00,20112.00,1399-03-21,1049,M 6.062,1567,5, 5.239M, 4.327,1023,21, 4.019M, 5.547
فولاژ,-2.76,19296.00,20800.00,19751.00,1399-03-20,0,M 4.867,1567,5, 5.239M, 4.327,1023,21, 4.019M, 5.547
فولاژ,-3.21,19935.00,22033.00,20311.00,1399-03-19,1198,M 6.334,1567,5, 5.239M, 4.327,1023,21, 4.019M, 5.547
فولاژ,4.87,20600.00,21010.00,20984.00,1399-03-18,0,M 6.511,1567,5, 5.239M, 4.327,1023,21, 4.019M, 5.547
فولاژ,4.86,19800.00,20036.00,20010.00,1399-03-17,582,M 2.881,1567,5, 5.239M, 4.327,1023,21, 4.019M, 5.547
فولاژ,4.50,18261.00,19174.00,19082.00,1399-03-13,232,M 3.875,1567,5, 5.239M, 4.327,1023,21, 4.019M, 5.547
فولاژ,-0.35,17588.00,18933.00,18261.00,1399-03-12,566,M 2.43,1567,5, 5.239M, 4.327,1023,21, 4.019M, 5.547
فولاژ,-0.63,17522.00,19350.00,18325.00,1399-03-11,814,M 4.354,1567,5, 5.239M, 4.327,1023,21, 4.019M, 5.547
فولاژ,3.60,18400.00,18692.00,18442.00,1399-03-10,558,M 2.046,1567,5, 5.239M, 4.327,1023,21, 4.019M, 5.547
فولاژ,-0.39,16979.00,18500.00,17802.00,1399-03-07,858,M 4.356,1567,5, 5.239M, 4.327,1023,21, 4.019M, 5.547
فولاژ,-2.84,17476.00,18331.00,17872.00,1399-03-06,421,M 1.662,1567,5, 5.239M, 4.327,1023,21, 4.019M, 5.547
فولاژ,-4.66,18330.00,19789.00,18395.00,1399-03-03,757,M 8.812,1567,5, 5.239M, 4.327,1023,21, 4.019M, 5.547
فولاژ,-4.88,19269.00,19555.00,19294.00,1399-02-31,687,M 3.885,1567,5, 5.239M, 4.327,1023,21, 4.019M, 5.547
فولاژ,-4.32,20139.00,21700.00,20283.00,1399-02-30,1139,M 5.036,1567,5, 5.239M, 4.327,1023,21, 4.019M, 5.547
وبوعلی,4.32,24000.00,26490.00,26320.00,1399-05-15,5384,M 34.567,5384,5, 34.036M, 530751,1797,2, 30.677M, 3.889
وبوعلی,4.95,24760.00,25240.00,25230.00,1399-05-14,3072,M 27.05,5384,5, 34.036M, 530751,1797,2, 30.677M, 3.889
وبوعلی,1.91,22900.00,24760.00,24040.00,1399-05-13,3689,M 31.381,5384,5, 34.036M, 530751,1797,2, 30.677M, 3.889
وبوعلی,4.84,22600.00,23620.00,23590.00,1399-05-12,3001,M 33.543,5384,5, 34.036M, 530751,1797,2, 30.677M, 3.889
وبوعلی,3.21,22890.00,22890.00,22500.00,1399-05-11,27,M 1.478,5384,5, 34.036M, 530751,1797,2, 30.677M, 3.889
وبوعلی,3.96,22010.00,22010.00,21800.00,1399-05-08,82,M 2.294,5384,5, 34.036M, 530751,1797,2, 30.677M, 3.889
وبوعلی,4.28,21110.00,21110.00,20970.00,1399-05-07,54,M 2.469,5384,5, 34.036M, 530751,1797,2, 30.677M, 3.889
وبوعلی,4.96,20110.00,20110.00,20110.00,1399-05-06,0,M 3.021,5384,5, 34.036M, 530751,1797,2, 30.677M, 3.889
وبوعلی,4.99,19160.00,19160.00,19160.00,1399-05-05,127,M 4.286,5384,5, 34.036M, 530751,1797,2, 30.677M, 3.889
وبوعلی,4.95,18250.00,18250.00,18250.00,1399-05-04,78,M 2.991,5384,5, 34.036M, 530751,1797,2, 30.677M, 3.889
وبوعلی,4.63,16350.00,17450.00,17390.00,1399-05-01,607,M 19.53,5384,5, 34.036M, 530751,1797,2, 30.677M, 3.889
وبوعلی,-3.37,16360.00,17180.00,16620.00,1399-04-31,1406,M 18.27,5384,5, 34.036M, 530751,1797,2, 30.677M, 3.889
وبوعلی,-2.55,16770.00,18100.00,17200.00,1399-04-30,2510,M 21.711,5384,5, 34.036M, 530751,1797,2, 30.677M, 3.889
وبوعلی,-0.56,17000.00,18490.00,17650.00,1399-04-29,1881,M 14.432,5384,5, 34.036M, 530751,1797,2, 30.677M, 3.889
وبوعلی,3.80,16800.00,17950.00,17750.00,1399-04-28,976,M 10.571,5384,5, 34.036M, 530751,1797,2, 30.677M, 3.889
وبوعلی,-4.68,17050.00,17800.00,17100.00,1399-04-25,1402,M 16.533,5384,5, 34.036M, 530751,1797,2, 30.677M, 3.889
وبوعلی,0.84,17860.00,18800.00,17940.00,1399-04-24,850,M 8.803,5384,5, 34.036M, 530751,1797,2, 30.677M, 3.889
وبوعلی,4.22,16880.00,17920.00,17790.00,1399-04-22,1324,M 11.652,5384,5, 34.036M, 530751,1797,2, 30.677M, 3.889
وبوعلی,-3.89,16880.00,17760.00,17070.00,1399-04-21,1177,M 10.453,5384,5, 34.036M, 530751,1797,2, 30.677M, 3.889
وبوعلی,-3.69,17520.00,18130.00,17760.00,1399-04-18,0,M 10.663,5384,5, 34.036M, 530751,1797,2, 30.677M, 3.889
وبوعلی,-3.35,18130.00,19200.00,18440.00,1399-04-17,2098,M 13.305,5384,5, 34.036M, 530751,1797,2, 30.677M, 3.889
وبوعلی,4.95,18810.00,19080.00,19080.00,1399-04-16,1461,M 11.586,5384,5, 34.036M, 530751,1797,2, 30.677M, 3.889
وبوعلی,-0.16,17320.00,19120.00,18180.00,1399-04-15,1620,M 12.329,5384,5, 34.036M, 530751,1797,2, 30.677M, 3.889
وبوعلی,-3.80,17990.00,19190.00,18210.00,1399-04-14,0,M 16.412,5384,5, 34.036M, 530751,1797,2, 30.677M, 3.889
وبوعلی,4.64,18440.00,18990.00,18930.00,1399-04-11,1622,M 11.971,5384,5, 34.036M, 530751,1797,2, 30.677M, 3.889
وبوعلی,4.87,17500.00,18110.00,18090.00,1399-04-10,0,M 4.875,5384,5, 34.036M, 530751,1797,2, 30.677M, 3.889
وبوعلی,-4.43,17150.00,18000.00,17250.00,1399-04-09,1463,M 14.53,5384,5, 34.036M, 530751,1797,2, 30.677M, 3.889
وبوعلی,-2.96,17670.00,19100.00,18050.00,1399-04-08,1971,M 18.81,5384,5, 34.036M, 530751,1797,2, 30.677M, 3.889
وبوعلی,4.73,18120.00,18640.00,18600.00,1399-04-07,1192,M 8.739,5384,5, 34.036M, 530751,1797,2, 30.677M, 3.889
وبوعلی,3.14,16600.00,18080.00,17760.00,1399-04-04,925,M 9.117,5384,5, 34.036M, 530751,1797,2, 30.677M, 3.889
وبوعلی,5.00,17220.00,17220.00,17220.00,1399-04-03,0,M 8.645,5384,5, 34.036M, 530751,1797,2, 30.677M, 3.889
وبوعلی,1.42,15450.00,16970.00,16400.00,1399-04-02,1697,M 18.253,5384,5, 34.036M, 530751,1797,2, 30.677M, 3.889
وبوعلی,1.06,15800.00,16600.00,16170.00,1399-04-01,2017,M 14.391,5384,5, 34.036M, 530751,1797,2, 30.677M, 3.889
وبوعلی,4.85,15520.00,16020.00,16000.00,1399-03-31,1450,M 15.372,5384,5, 34.036M, 530751,1797,2, 30.677M, 3.889
وبوعلی,0.73,14600.00,15780.00,15260.00,1399-03-27,1802,M 17.587,5384,5, 34.036M, 530751,1797,2, 30.677M, 3.889
وبوعلی,-2.26,14730.00,15900.00,15150.00,1399-03-26,0,M 14.357,5384,5, 34.036M, 530751,1797,2, 30.677M, 3.889
وبوعلی,-3.79,15310.00,16450.00,15500.00,1399-03-25,0,M 22.681,5384,5, 34.036M, 530751,1797,2, 30.677M, 3.889
وبوعلی,4.90,15800.00,16120.00,16110.00,1399-03-24,2035,M 18.459,5384,5, 34.036M, 530751,1797,2, 30.677M, 3.889
وبوعلی,5.00,14800.00,15798.00,15358.00,1399-03-21,650,M 6.588,5384,5, 34.036M, 530751,1797,2, 30.677M, 3.889
وبوعلی,4.99,14600.00,14696.00,14696.00,1399-03-17,0,M 23.657,5384,5, 34.036M, 530751,1797,2, 30.677M, 3.889
وبوعلی,5.00,13997.00,13997.00,13997.00,1399-03-13,1243,M 16.262,5384,5, 34.036M, 530751,1797,2, 30.677M, 3.889
وبوعلی,4.99,13331.00,13331.00,13331.00,1399-03-12,282,M 4.472,5384,5, 34.036M, 530751,1797,2, 30.677M, 3.889
وبوعلی,4.78,12150.00,12723.00,12697.00,1399-03-11,1528,M 32.132,5384,5, 34.036M, 530751,1797,2, 30.677M, 3.889
وبوعلی,4.85,12135.00,12135.00,12118.00,1399-03-10,481,M 4.196,5384,5, 34.036M, 530751,1797,2, 30.677M, 3.889
وبوعلی,1.34,10835.00,11975.00,11558.00,1399-03-07,917,M 9.205,5384,5, 34.036M, 530751,1797,2, 30.677M, 3.889
وبوعلی,-4.65,11363.00,11601.00,11405.00,1399-03-06,562,M 4.644,5384,5, 34.036M, 530751,1797,2, 30.677M, 3.889
وبوعلی,-1.25,11522.00,12660.00,11961.00,1399-03-03,979,M 10.995,5384,5, 34.036M, 530751,1797,2, 30.677M, 3.889
